candidate_id,outcome_binary,pc1,pc2
mofsimplify_solvent_val_00269_TEYLIU,1,3.7926107492245711,-1.2898292936788702
mofsimplify_solvent_val_00271_TIXCIO,1,-0.27609675931700745,2.959410303758609
mofsimplify_solvent_val_00277_UDEGIW,1,-2.0925126449066385,-3.7024579284181698
mofsimplify_solvent_val_00278_UDEPIE,1,-0.9135177825467834,-1.5565525400962579
mofsimplify_solvent_val_00281_UJEFOE01,1,0.051624520418197109,-3.4238110487681848
mofsimplify_solvent_val_00284_UMOKIS,1,-2.4789420420210799,2.815249136289987
mofsimplify_solvent_val_00285_UNABIV,1,-0.28823898639586204,-5.6252840900374714
mofsimplify_solvent_val_00290_VACLIX,1,0.23973487328051304,4.1941501700377541
mofsimplify_solvent_val_00294_VAYWEZ,0,-1.2887347530483211,1.5377191675048747
mofsimplify_solvent_val_00295_VAYWID,0,-1.2868206935630639,1.5411207897589789
mofsimplify_solvent_val_00311_WEFCAN,0,-2.1863676977055064,2.6689166173379131
mofsimplify_solvent_val_00313_WOZGUP,1,0.045592943370948436,3.1720021264304155
mofsimplify_solvent_val_00315_WURNOO,1,-0.70039348687265535,-4.4861591576988191
mofsimplify_solvent_val_00316_WUSLED,1,-2.5263960769706078,12.573026842835102
mofsimplify_solvent_val_00318_XADDAJ,0,-1.7252404476439587,-1.4698780625571257
mofsimplify_solvent_val_00319_XADDOX,0,-0.12525562521857664,-4.533291130314705
mofsimplify_solvent_val_00323_XAPTEQ,1,-1.0145647834168836,2.5814944232885892
mofsimplify_solvent_val_00332_YARBUQ,0,-2.1201664995866047,-2.358346571427536
mofsimplify_solvent_val_00333_YEGKOM,0,-1.3486341873380294,-2.1696189777147006
mofsimplify_solvent_val_00334_YEKXOD,1,-3.7394450660398943,4.497850599216294
mofsimplify_solvent_val_00335_YEKXUJ,1,-3.9072293693107762,6.367151323948498
mofsimplify_solvent_val_00341_YUBFOR,1,-0.33639382638531379,-5.7042282306881749
mofsimplify_solvent_val_00342_ZAGHAT,1,-2.9847857077409432,-6.0105474669729002
mofsimplify_solvent_val_00343_ZAHLEC,0,-2.7874497341201776,4.4625371678083816
mofsimplify_solvent_val_00344_ZALMIL,1,-2.9109996977667802,0.38328511465009907
mofsimplify_solvent_val_00347_ZUKNAW,0,0.81611445895681367,-2.8960358444076482
mofsimplify_solvent_val_00348_ZUQMAB,1,-1.3730980696015178,-0.29977782897424105
mofsimplify_solvent_test_00002_ACOLEL,1,-2.7120029037740556,2.4064946027648895
mofsimplify_solvent_test_00003_ACOLIP,1,-2.9209619866598819,0.84948187119539276
mofsimplify_solvent_test_00004_ACOLOV,1,-3.2038270343381994,9.6966086852123627
mofsimplify_solvent_test_00006_AGUWUV,0,-0.48719844839991333,-2.3435849082812767
mofsimplify_solvent_test_00008_AMOYOR,1,-2.1202824181402775,-2.9872328439242013
mofsimplify_solvent_test_00010_ANEHEI,1,-2.4134650669511082,-0.94925125888224204
mofsimplify_solvent_test_00013_ASUBIB,0,-0.56148942873687824,2.2888615155865324
mofsimplify_solvent_test_00015_AVILEY,1,0.62575996556602498,4.4320961263656136
mofsimplify_solvent_test_00016_AVIPOL,0,-1.6329637566944224,-2.1913873800154953
mofsimplify_solvent_test_00017_AVUJIL,0,-3.3769647123076876,4.4095149353703649
mofsimplify_solvent_test_00021_BADYAJ,1,2.4645804053689688,6.730471388721976
mofsimplify_solvent_test_00029_BIDPOV,1,-3.1399452615653498,0.14481356864274164
mofsimplify_solvent_test_00034_BOWNUY,1,-0.36077477986578887,-0.28909878585576032
mofsimplify_solvent_test_00036_BUPVEP,1,4.0959011125566622,-3.9443408206248893
mofsimplify_solvent_test_00037_BUSQEM,0,-2.6179303967233709,-2.7490149612660808
mofsimplify_solvent_test_00038_BUSQIQ,1,-1.3918963334632946,-4.4754079592880549
mofsimplify_solvent_test_00040_CAHQOS,1,-3.4194036145015434,-0.16553378387389481
mofsimplify_solvent_test_00041_CANYIB,1,10.134443044807242,-4.9683463260799829
mofsimplify_solvent_test_00044_CAYKEU,1,-0.18420258166618686,3.6647786291915891
mofsimplify_solvent_test_00045_CEFLEF,1,8.9249414233535287,-4.0456777553457837
mofsimplify_solvent_test_00052_COTVIS,1,0.049634137573839783,-2.459271536144978
mofsimplify_solvent_test_00053_COTVOY,1,-0.45948610045596366,-2.2921739950416162
mofsimplify_solvent_test_00054_COTVUE,1,-0.43234889758392847,-2.2628057460338815
mofsimplify_solvent_test_00058_CUYHIO,1,-2.137046201296477,-3.7112710660177424
mofsimplify_solvent_test_00061_DAMYUO,0,1.5445180822691649,-2.0524007024128275
mofsimplify_solvent_test_00065_DIKJUD,0,-1.1613952431967043,1.2195263930397247
mofsimplify_solvent_test_00073_DUPVER,1,-3.0975606572156451,-0.97132037591772891
mofsimplify_solvent_test_00075_EBIJAC,1,-2.4939140365405517,1.3362596893298859
mofsimplify_solvent_test_00077_EJAXIW,0,-1.4025426982486897,-3.4834595754344124
mofsimplify_solvent_test_00083_ENOSAD,0,-4.0028576817109762,1.0927858766515697
mofsimplify_solvent_test_00085_EPISOM,1,-3.2510970239091548,3.7091911751946873
mofsimplify_solvent_test_00093_EWESAC,1,-1.4174985933842068,-1.3462154906903019
mofsimplify_solvent_test_00094_EXEWIO,1,-2.258039624455729,-1.4403175774890302
mofsimplify_solvent_test_00095_EYULOA,1,-0.56401371010933987,1.9965225001275133
mofsimplify_solvent_test_00103_FUXXIH,0,-1.192511730424064,0.0029397906597623306
mofsimplify_solvent_test_00104_FUYCEJ,1,-2.828339318964856,-2.5938874608091398
mofsimplify_solvent_test_00105_FUYCIN,1,-2.5478792700978974,-1.6862572014996058
mofsimplify_solvent_test_00123_GUKYUI,1,-3.7358595900796421,-1.2763088288353663
mofsimplify_solvent_test_00125_GUVCOP,0,-1.7154877837046485,-5.3863144915004639
mofsimplify_solvent_test_00136_HELDOT,0,-2.2689443786105983,-1.3512776008534237
mofsimplify_solvent_test_00137_HOMRIL,1,-1.6907739941263951,1.8280110226107311
mofsimplify_solvent_test_00138_HOVGIK,1,-1.1767202889674704,-1.2529115496912526
mofsimplify_solvent_test_00139_YUBQET,1,-1.4176485457546144,-1.6607059228703087
mofsimplify_solvent_test_00142_HUWLUI,0,0.86827998044091004,23.481659610597152
mofsimplify_solvent_test_00146_ICITEU,0,1.0193682701530637,-1.6509569866523994
mofsimplify_solvent_test_00152_IMEDOV,1,-1.3801920817075217,6.4591142102239303
mofsimplify_solvent_test_00153_INIXOT,1,-2.0464086083108048,12.429979998770014
mofsimplify_solvent_test_00155_IYUROK,1,-0.61619665280740921,-5.1075603577887998
mofsimplify_solvent_test_00161_JEJWOL,1,-1.1178719844341876,12.189278171948226
mofsimplify_solvent_test_00176_KEWBUL,1,-0.27347281062505363,-1.9179822871646444
mofsimplify_solvent_test_00178_KIDXUR,0,-1.4591619347131528,-3.4999132245094602
mofsimplify_solvent_test_00186_KIYMIP,1,-1.3776245109765883,-2.9327373642979309
mofsimplify_solvent_test_00188_KOMGUP,1,-1.8370596307674003,-2.9672810147152084
mofsimplify_solvent_test_00196_LEDPIU,1,-2.1121662297270198,1.1698567504669839
mofsimplify_solvent_test_00197_LEDWUN,1,-1.4616785476559377,-5.8423533289641574
mofsimplify_solvent_test_00200_LIFSAW,0,1.991988218735232,-5.019645740820593
mofsimplify_solvent_test_00201_LIFSEA,0,3.1727746064235314,-5.0393650198714655
mofsimplify_solvent_test_00206_LUYSEF,1,-3.1687207904597297,-4.3403467815496422
mofsimplify_solvent_test_00214_MAYJOM,0,3.7606979801993807,-3.7031113930346766
mofsimplify_solvent_test_00217_MIBMER,1,-1.7133829066838477,-2.9264817213581478
mofsimplify_solvent_test_00218_MITGUR01,0,-1.7645073088777048,-1.5835073412995979
mofsimplify_solvent_test_00221_MOYYIJ,0,-2.8939413619459406,-3.2737396374681023
mofsimplify_solvent_test_00222_MUDLON,1,-4.293640656893734,5.9975753977717208
mofsimplify_solvent_test_00226_MUTNAQ,1,-1.814485411947486,0.64370188807613038
mofsimplify_solvent_test_00232_NALYEG,1,4.0191634719816918,-0.92426522143063983
mofsimplify_solvent_test_00237_NAWWUG,0,-1.9809439277828926,-3.6255022327270265
mofsimplify_solvent_test_00238_NEGZUW,0,0.39073854654633527,-6.2429814506567523
mofsimplify_solvent_test_00244_NIRDAT,0,-0.04627719140478783,0.30498427403277506
mofsimplify_solvent_test_00246_OCAWAT,1,-4.4770433034849093,28.063501917799041
mofsimplify_solvent_test_00247_OCOKUP,0,-3.1555736109600283,-6.7230424908629773
mofsimplify_solvent_test_00252_OGAXUR,1,3.3587059773921903,-2.1922669811827475
mofsimplify_solvent_test_00253_OGECOU,1,3.3444147913175994,-2.2057425112232791
mofsimplify_solvent_test_00257_OKUSUK,0,-3.1527829462494488,12.495870862715815
mofsimplify_solvent_test_00258_OKUTAR,0,-3.2048875144258577,11.783272627292696
mofsimplify_solvent_test_00259_OKUTEV,0,-1.4054527899231075,14.771993997222655
mofsimplify_solvent_test_00264_OQETEK,1,1.0166625646353951,-2.0773253572265076
mofsimplify_solvent_test_00268_PACGIM,0,0.49437878585373074,10.786068842764218
mofsimplify_solvent_test_00280_POMMAH,1,-0.2931011372849408,-4.2850033698573133
mofsimplify_solvent_test_00283_QAKFIU,0,-3.517235529170565,0.72129522094303733
mofsimplify_solvent_test_00288_QERWAL,0,-1.2917780787258639,-2.8255633234085202
mofsimplify_solvent_test_00289_QEYWUN,1,-1.7014449511910197,1.0599316829621841
mofsimplify_solvent_test_00297_QOKCID,1,-4.0555434667267267,4.0480999113798299
mofsimplify_solvent_test_00298_QUBWIU,0,23.544902929934466,-3.2986854092305808
mofsimplify_solvent_test_00306_RAHMAP,1,-2.9330593585317382,-3.1571662891814176
mofsimplify_solvent_test_00316_RIWMUH,1,-3.5617073167468218,2.8486025985542782
mofsimplify_solvent_test_00325_SARNOQ,1,2.5571658895861482,-0.94746614590974254
mofsimplify_solvent_test_00326_SEGBIR,1,-2.5859696117457598,-0.71840218954325563
mofsimplify_solvent_test_00327_SERWAP,0,-0.78823130918419015,2.8512135141773474
mofsimplify_solvent_test_00331_XIMPOA01,0,-2.7584235945879096,0.0027870847292953381
mofsimplify_solvent_test_00335_TACJIS,1,-4.934712159749453,6.0640514373980965
mofsimplify_solvent_test_00338_TEBSAW,0,-1.4314958893291581,-3.3266493605075667
mofsimplify_solvent_test_00352_UBOGAV,1,-1.2207172618883568,1.7369828684427897
mofsimplify_solvent_test_00356_ULASAD,1,-4.0634034857290739,-6.1928100241082404
mofsimplify_solvent_test_00358_UMEKEE,1,-2.1417053799965755,-1.9339673329569704
mofsimplify_solvent_test_00359_UMEKII,1,-2.3556518153947561,-2.608062923465658
mofsimplify_solvent_test_00361_UQOWUU,1,10.137730115968212,-6.2096089262549308
mofsimplify_solvent_test_00363_UTOTUT,1,-1.8207734338631989,-2.0501152809626952
mofsimplify_solvent_test_00371_VEHPUU,0,-2.1497309441295367,-2.3121188771546404
mofsimplify_solvent_test_00376_VUMCEM,0,-0.84595882972061776,3.1265031361889015
mofsimplify_solvent_test_00381_WAQQUB,1,6.061279620529568,-5.5444119374684693
mofsimplify_solvent_test_00384_WILHIK,1,-1.9274683293754797,-1.4850149277195521
mofsimplify_solvent_test_00386_WODVOB,1,-3.0147763030706316,1.3894270131180486
mofsimplify_solvent_test_00387_WOHZAU,1,-1.6584416600496312,-2.9941388680978882
mofsimplify_solvent_test_00388_WOJJOV,1,-2.6293351745698823,-4.0551661436884556
mofsimplify_solvent_test_00390_WORREC,1,-2.9152640078211003,-2.9449044607665305
mofsimplify_solvent_test_00394_XADDUD,0,1.8359879331424069,-4.23662922514574
mofsimplify_solvent_test_00405_XICYAL,0,-2.7058226629669746,0.72609620215452109
mofsimplify_solvent_test_00407_XOGXAU,0,-1.301227177348333,2.9732053477362781
mofsimplify_solvent_test_00411_XUVQOW,1,-3.2578875483751992,1.1606196570545986
mofsimplify_solvent_test_00412_XUWKEH,1,-4.505659368290031,-7.2239939604739609
mofsimplify_solvent_test_00413_XUYXAR,1,-1.5683615490849567,-1.8642909237156184
mofsimplify_solvent_test_00414_YARBAW,0,-2.9638085245495338,-1.7321533745840052
mofsimplify_solvent_test_00415_YATDUV,1,-1.0785471968413609,-2.6480652544484187
mofsimplify_solvent_test_00431_ZASJAG,1,-2.2190332186944275,2.0789998556954625
mofsimplify_solvent_test_00433_ZIJVAR,1,-3.0536017992951092,0.54461847731723956
mofsimplify_solvent_test_00435_ZISFEO,0,-3.2087215335336254,-4.6711072871734949
