candidate_id,model_split,raw_split,raw_source_file,raw_source_row,raw_refcode,source_doi,source_doi_normalized,source_group_id,source_group_basis,mof_name,source_dataset,assay_type,outcome_label,outcome_value,outcome_unit,evidence_grade,topology_family,metal_node,linker_family,source_url,cost_synthesis,cost_characterization,predicted_success,uncertainty,risk_score,feature_available,score_source,uncertainty_source,cost_source,risk_source,raw_filename,original_model_split,final_evaluation_split,exclusion_reason
mofsimplify_solvent_train_00023_AFENEE,train,train,MOFSimplify-main/model/solvent/ANN/dropped_connectivity_dupes/train.csv,23,AFENEE,10.1039/b108616b,10.1039/b108616b,10.1039/b108616b,normalized_source_doi,AFENEE_clean,MOFSimplify_official_GitHub_solvent_removal,solvent_removal_activation,1,1,binary_flag,official_mofsimplify_github_split_table,,,,https://github.com/hjkgrp/MOFSimplify/blob/5693968b3e9b9e26eab3bdb1db908ae2877d4bb7/model/solvent/ANN/dropped_connectivity_dupes/train.csv,,,,,,yes,generated_during_reproduction,generated_during_reproduction,generated_during_reproduction,generated_during_reproduction,AFENEE_clean.cif,train,train,
mofsimplify_solvent_train_00024_AFOYAW,train,train,MOFSimplify-main/model/solvent/ANN/dropped_connectivity_dupes/train.csv,24,AFOYAW,10.1039/b806671j,10.1039/b806671j,10.1039/b806671j,normalized_source_doi,AFOYAW_clean,MOFSimplify_official_GitHub_solvent_removal,solvent_removal_activation,1,1,binary_flag,official_mofsimplify_github_split_table,,,,https://github.com/hjkgrp/MOFSimplify/blob/5693968b3e9b9e26eab3bdb1db908ae2877d4bb7/model/solvent/ANN/dropped_connectivity_dupes/train.csv,,,,,,yes,generated_during_reproduction,generated_during_reproduction,generated_during_reproduction,generated_during_reproduction,AFOYAW_clean.cif,train,train,
mofsimplify_solvent_train_00025_AFOYIE,train,train,MOFSimplify-main/model/solvent/ANN/dropped_connectivity_dupes/train.csv,25,AFOYIE,10.1039/b806671j,10.1039/b806671j,10.1039/b806671j,normalized_source_doi,AFOYIE_clean,MOFSimplify_official_GitHub_solvent_removal,solvent_removal_activation,1,1,binary_flag,official_mofsimplify_github_split_table,,,,https://github.com/hjkgrp/MOFSimplify/blob/5693968b3e9b9e26eab3bdb1db908ae2877d4bb7/model/solvent/ANN/dropped_connectivity_dupes/train.csv,,,,,,yes,generated_during_reproduction,generated_during_reproduction,generated_during_reproduction,generated_during_reproduction,AFOYIE_clean.cif,train,train,
mofsimplify_solvent_train_00026_AGARUW,train,train,MOFSimplify-main/model/solvent/ANN/dropped_connectivity_dupes/train.csv,26,AGARUW,10.1039/b806615a,10.1039/b806615a,10.1039/b806615a,normalized_source_doi,AGARUW_clean,MOFSimplify_official_GitHub_solvent_removal,solvent_removal_activation,1,1,binary_flag,official_mofsimplify_github_split_table,,,,https://github.com/hjkgrp/MOFSimplify/blob/5693968b3e9b9e26eab3bdb1db908ae2877d4bb7/model/solvent/ANN/dropped_connectivity_dupes/train.csv,,,,,,yes,generated_during_reproduction,generated_during_reproduction,generated_during_reproduction,generated_during_reproduction,AGARUW_clean.cif,train,train,
mofsimplify_solvent_train_00027_AGUTUS,train,train,MOFSimplify-main/model/solvent/ANN/dropped_connectivity_dupes/train.csv,27,AGUTUS,10.1002/zaac.200900121,10.1002/zaac.200900121,10.1002/zaac.200900121,normalized_source_doi,AGUTUS_clean,MOFSimplify_official_GitHub_solvent_removal,solvent_removal_activation,0,0,binary_flag,official_mofsimplify_github_split_table,,,,https://github.com/hjkgrp/MOFSimplify/blob/5693968b3e9b9e26eab3bdb1db908ae2877d4bb7/model/solvent/ANN/dropped_connectivity_dupes/train.csv,,,,,,yes,generated_during_reproduction,generated_during_reproduction,generated_during_reproduction,generated_during_reproduction,AGUTUS_clean.cif,train,train,
mofsimplify_solvent_train_00028_AHOBEG,train,train,MOFSimplify-main/model/solvent/ANN/dropped_connectivity_dupes/train.csv,28,AHOBEG,10.1039/c5dt02147b,10.1039/c5dt02147b,10.1039/c5dt02147b,normalized_source_doi,AHOBEG_clean,MOFSimplify_official_GitHub_solvent_removal,solvent_removal_activation,1,1,binary_flag,official_mofsimplify_github_split_table,,,,https://github.com/hjkgrp/MOFSimplify/blob/5693968b3e9b9e26eab3bdb1db908ae2877d4bb7/model/solvent/ANN/dropped_connectivity_dupes/train.csv,,,,,,yes,generated_during_reproduction,generated_during_reproduction,generated_during_reproduction,generated_during_reproduction,AHOBEG_clean.cif,train,train,
mofsimplify_solvent_train_00029_AHOKAJ,train,train,MOFSimplify-main/model/solvent/ANN/dropped_connectivity_dupes/train.csv,29,AHOKAJ,10.1021/cm0112845,10.1021/cm0112845,10.1021/cm0112845,normalized_source_doi,AHOKAJ_clean,MOFSimplify_official_GitHub_solvent_removal,solvent_removal_activation,0,0,binary_flag,official_mofsimplify_github_split_table,,,,https://github.com/hjkgrp/MOFSimplify/blob/5693968b3e9b9e26eab3bdb1db908ae2877d4bb7/model/solvent/ANN/dropped_connectivity_dupes/train.csv,,,,,,yes,generated_during_reproduction,generated_during_reproduction,generated_during_reproduction,generated_during_reproduction,AHOKAJ_clean.cif,train,train,
mofsimplify_solvent_train_00030_AHOKIR,train,train,MOFSimplify-main/model/solvent/ANN/dropped_connectivity_dupes/train.csv,30,AHOKIR,10.1021/cm010651+,10.1021/cm010651+,10.1021/cm010651+,normalized_source_doi,AHOKIR_clean,MOFSimplify_official_GitHub_solvent_removal,solvent_removal_activation,1,1,binary_flag,official_mofsimplify_github_split_table,,,,https://github.com/hjkgrp/MOFSimplify/blob/5693968b3e9b9e26eab3bdb1db908ae2877d4bb7/model/solvent/ANN/dropped_connectivity_dupes/train.csv,,,,,,yes,generated_during_reproduction,generated_during_reproduction,generated_during_reproduction,generated_during_reproduction,AHOKIR_clean.cif,train,train,
mofsimplify_solvent_train_00031_AHOKOX,train,train,MOFSimplify-main/model/solvent/ANN/dropped_connectivity_dupes/train.csv,31,AHOKOX,10.1021/cm010651+,10.1021/cm010651+,10.1021/cm010651+,normalized_source_doi,AHOKOX_clean,MOFSimplify_official_GitHub_solvent_removal,solvent_removal_activation,1,1,binary_flag,official_mofsimplify_github_split_table,,,,https://github.com/hjkgrp/MOFSimplify/blob/5693968b3e9b9e26eab3bdb1db908ae2877d4bb7/model/solvent/ANN/dropped_connectivity_dupes/train.csv,,,,,,yes,generated_during_reproduction,generated_during_reproduction,generated_during_reproduction,generated_during_reproduction,AHOKOX_clean.cif,train,train,
mofsimplify_solvent_train_00032_AJUNOK,train,train,MOFSimplify-main/model/solvent/ANN/dropped_connectivity_dupes/train.csv,32,AJUNOK,10.1021/acs.cgd.5b00681,10.1021/acs.cgd.5b00681,10.1021/acs.cgd.5b00681,normalized_source_doi,AJUNOK_clean,MOFSimplify_official_GitHub_solvent_removal,solvent_removal_activation,1,1,binary_flag,official_mofsimplify_github_split_table,,,,https://github.com/hjkgrp/MOFSimplify/blob/5693968b3e9b9e26eab3bdb1db908ae2877d4bb7/model/solvent/ANN/dropped_connectivity_dupes/train.csv,,,,,,yes,generated_during_reproduction,generated_during_reproduction,generated_during_reproduction,generated_during_reproduction,AJUNOK_clean.cif,train,train,
mofsimplify_solvent_train_00033_AKEDIF,train,train,MOFSimplify-main/model/solvent/ANN/dropped_connectivity_dupes/train.csv,33,AKEDIF,10.1021/acs.cgd.6b00354,10.1021/acs.cgd.6b00354,10.1021/acs.cgd.6b00354,normalized_source_doi,AKEDIF_clean,MOFSimplify_official_GitHub_solvent_removal,solvent_removal_activation,0,0,binary_flag,official_mofsimplify_github_split_table,,,,https://github.com/hjkgrp/MOFSimplify/blob/5693968b3e9b9e26eab3bdb1db908ae2877d4bb7/model/solvent/ANN/dropped_connectivity_dupes/train.csv,,,,,,yes,generated_during_reproduction,generated_during_reproduction,generated_during_reproduction,generated_during_reproduction,AKEDIF_clean.cif,train,train,
mofsimplify_solvent_train_00034_ALIXOJ,train,train,MOFSimplify-main/model/solvent/ANN/dropped_connectivity_dupes/train.csv,34,ALIXOJ,10.1039/c001655a,10.1039/c001655a,10.1039/c001655a,normalized_source_doi,ALIXOJ_clean,MOFSimplify_official_GitHub_solvent_removal,solvent_removal_activation,1,1,binary_flag,official_mofsimplify_github_split_table,,,,https://github.com/hjkgrp/MOFSimplify/blob/5693968b3e9b9e26eab3bdb1db908ae2877d4bb7/model/solvent/ANN/dropped_connectivity_dupes/train.csv,,,,,,yes,generated_during_reproduction,generated_during_reproduction,generated_during_reproduction,generated_during_reproduction,ALIXOJ_clean.cif,train,train,
mofsimplify_solvent_train_00035_ALIXUP,train,train,MOFSimplify-main/model/solvent/ANN/dropped_connectivity_dupes/train.csv,35,ALIXUP,10.1039/c001655a,10.1039/c001655a,10.1039/c001655a,normalized_source_doi,ALIXUP_clean,MOFSimplify_official_GitHub_solvent_removal,solvent_removal_activation,1,1,binary_flag,official_mofsimplify_github_split_table,,,,https://github.com/hjkgrp/MOFSimplify/blob/5693968b3e9b9e26eab3bdb1db908ae2877d4bb7/model/solvent/ANN/dropped_connectivity_dupes/train.csv,,,,,,yes,generated_during_reproduction,generated_during_reproduction,generated_during_reproduction,generated_during_reproduction,ALIXUP_clean.cif,train,train,
mofsimplify_solvent_train_00036_AMILOY,train,train,MOFSimplify-main/model/solvent/ANN/dropped_connectivity_dupes/train.csv,36,AMILOY,10.1039/c0dt00999g,10.1039/c0dt00999g,10.1039/c0dt00999g,normalized_source_doi,AMILOY_clean,MOFSimplify_official_GitHub_solvent_removal,solvent_removal_activation,1,1,binary_flag,official_mofsimplify_github_split_table,,,,https://github.com/hjkgrp/MOFSimplify/blob/5693968b3e9b9e26eab3bdb1db908ae2877d4bb7/model/solvent/ANN/dropped_connectivity_dupes/train.csv,,,,,,yes,generated_during_reproduction,generated_during_reproduction,generated_during_reproduction,generated_during_reproduction,AMILOY_clean.cif,train,train,
mofsimplify_solvent_train_00037_AMILUE,train,train,MOFSimplify-main/model/solvent/ANN/dropped_connectivity_dupes/train.csv,37,AMILUE,10.1039/c0dt00999g,10.1039/c0dt00999g,10.1039/c0dt00999g,normalized_source_doi,AMILUE_clean,MOFSimplify_official_GitHub_solvent_removal,solvent_removal_activation,1,1,binary_flag,official_mofsimplify_github_split_table,,,,https://github.com/hjkgrp/MOFSimplify/blob/5693968b3e9b9e26eab3bdb1db908ae2877d4bb7/model/solvent/ANN/dropped_connectivity_dupes/train.csv,,,,,,yes,generated_during_reproduction,generated_during_reproduction,generated_during_reproduction,generated_during_reproduction,AMILUE_clean.cif,train,train,
mofsimplify_solvent_train_00038_AMIMEP,train,train,MOFSimplify-main/model/solvent/ANN/dropped_connectivity_dupes/train.csv,38,AMIMEP,10.1039/c0dt00999g,10.1039/c0dt00999g,10.1039/c0dt00999g,normalized_source_doi,AMIMEP_clean,MOFSimplify_official_GitHub_solvent_removal,solvent_removal_activation,1,1,binary_flag,official_mofsimplify_github_split_table,,,,https://github.com/hjkgrp/MOFSimplify/blob/5693968b3e9b9e26eab3bdb1db908ae2877d4bb7/model/solvent/ANN/dropped_connectivity_dupes/train.csv,,,,,,yes,generated_during_reproduction,generated_during_reproduction,generated_during_reproduction,generated_during_reproduction,AMIMEP_clean.cif,train,train,
mofsimplify_solvent_train_00039_ANOMUM,train,train,MOFSimplify-main/model/solvent/ANN/dropped_connectivity_dupes/train.csv,39,ANOMUM,10.1039/c0ce00542h,10.1039/c0ce00542h,10.1039/c0ce00542h,normalized_source_doi,ANOMUM_clean,MOFSimplify_official_GitHub_solvent_removal,solvent_removal_activation,1,1,binary_flag,official_mofsimplify_github_split_table,,,,https://github.com/hjkgrp/MOFSimplify/blob/5693968b3e9b9e26eab3bdb1db908ae2877d4bb7/model/solvent/ANN/dropped_connectivity_dupes/train.csv,,,,,,yes,generated_during_reproduction,generated_during_reproduction,generated_during_reproduction,generated_during_reproduction,ANOMUM_clean.cif,train,train,
mofsimplify_solvent_train_00040_ANONAT,train,train,MOFSimplify-main/model/solvent/ANN/dropped_connectivity_dupes/train.csv,40,ANONAT,10.1039/c0ce00542h,10.1039/c0ce00542h,10.1039/c0ce00542h,normalized_source_doi,ANONAT_clean,MOFSimplify_official_GitHub_solvent_removal,solvent_removal_activation,1,1,binary_flag,official_mofsimplify_github_split_table,,,,https://github.com/hjkgrp/MOFSimplify/blob/5693968b3e9b9e26eab3bdb1db908ae2877d4bb7/model/solvent/ANN/dropped_connectivity_dupes/train.csv,,,,,,yes,generated_during_reproduction,generated_during_reproduction,generated_during_reproduction,generated_during_reproduction,ANONAT_clean.cif,train,train,
