candidate_id,model_split,raw_split,raw_source_file,raw_source_row,raw_refcode,outcome_binary,source_doi,source_doi_normalized,source_group_id,source_group_basis,original_model_split,final_evaluation_split,exclusion_reason,predicted_success,uncertainty,proxy_total_cost,cost_synthesis,cost_characterization,risk_score,score_source,uncertainty_source,cost_source,risk_source
mofsimplify_solvent_val_00007_ANAWIX,calibration,val,MOFSimplify-main/model/solvent/ANN/dropped_connectivity_dupes/val.csv,7,ANAWIX,1,10.1021/acs.cgd.6b00488,10.1021/acs.cgd.6b00488,10.1021/acs.cgd.6b00488,normalized_source_doi,calibration,calibration,,0.54636454286236524,0.99378844129073141,1.3977568698101828,0.93183791320678855,0.46591895660339427,0.72371194921418303,train_fit_logistic_C_selected_by_train_internal_CV,normalized_binary_entropy_proxy_not_calibrated,1_plus_mean_absolute_train_standardized_descriptor_value,0.5*(1-predicted_success)+0.5*uncertainty; benchmark-defined uncalibrated proxy; descriptive in the primary cost-only comparison and constrained only in the legacy stress test
mofsimplify_solvent_val_00065_EPECIN,calibration,val,MOFSimplify-main/model/solvent/ANN/dropped_connectivity_dupes/val.csv,65,EPECIN,1,10.1039/C3DT00079F,10.1039/c3dt00079f,10.1039/c3dt00079f,normalized_source_doi,calibration,calibration,,0.60841342403762877,0.96581579282038621,1.5836828580486699,1.0557885720324467,0.52789428601622335,0.67870118439137872,train_fit_logistic_C_selected_by_train_internal_CV,normalized_binary_entropy_proxy_not_calibrated,1_plus_mean_absolute_train_standardized_descriptor_value,0.5*(1-predicted_success)+0.5*uncertainty; benchmark-defined uncalibrated proxy; descriptive in the primary cost-only comparison and constrained only in the legacy stress test
mofsimplify_solvent_val_00066_EPOXAJ,calibration,val,MOFSimplify-main/model/solvent/ANN/dropped_connectivity_dupes/val.csv,66,EPOXAJ,0,10.1039/c0dt01721c,10.1039/c0dt01721c,10.1039/c0dt01721c,normalized_source_doi,calibration,calibration,,0.43842674914440111,0.98903290269938116,2.2904517455167404,1.5269678303444936,0.76348391517224679,0.77530307677749,train_fit_logistic_C_selected_by_train_internal_CV,normalized_binary_entropy_proxy_not_calibrated,1_plus_mean_absolute_train_standardized_descriptor_value,0.5*(1-predicted_success)+0.5*uncertainty; benchmark-defined uncalibrated proxy; descriptive in the primary cost-only comparison and constrained only in the legacy stress test
mofsimplify_solvent_val_00073_FAHBIC,calibration,val,MOFSimplify-main/model/solvent/ANN/dropped_connectivity_dupes/val.csv,73,FAHBIC,1,10.1039/C5TC04264J,10.1039/c5tc04264j,10.1039/c5tc04264j,normalized_source_doi,calibration,calibration,,0.42138851610256955,0.98209476901042692,1.8719531582480085,1.247968772165339,0.62398438608266948,0.78035312645392874,train_fit_logistic_C_selected_by_train_internal_CV,normalized_binary_entropy_proxy_not_calibrated,1_plus_mean_absolute_train_standardized_descriptor_value,0.5*(1-predicted_success)+0.5*uncertainty; benchmark-defined uncalibrated proxy; descriptive in the primary cost-only comparison and constrained only in the legacy stress test
mofsimplify_solvent_val_00092_GEFZAU,calibration,val,MOFSimplify-main/model/solvent/ANN/dropped_connectivity_dupes/val.csv,92,GEFZAU,1,10.1021/cm202608f,10.1021/cm202608f,10.1021/cm202608f,normalized_source_doi,calibration,calibration,,0.30909738710866819,0.89212879794617472,3.6469335181284239,2.4312890120856161,1.215644506042808,0.79151570541875327,train_fit_logistic_C_selected_by_train_internal_CV,normalized_binary_entropy_proxy_not_calibrated,1_plus_mean_absolute_train_standardized_descriptor_value,0.5*(1-predicted_success)+0.5*uncertainty; benchmark-defined uncalibrated proxy; descriptive in the primary cost-only comparison and constrained only in the legacy stress test
mofsimplify_solvent_val_00098_GOPTIQ,calibration,val,MOFSimplify-main/model/solvent/ANN/dropped_connectivity_dupes/val.csv,98,GOPTIQ,1,10.1039/C4CE00760C,10.1039/c4ce00760c,10.1039/c4ce00760c,normalized_source_doi,calibration,calibration,,0.46538791629184662,0.99654054720910912,1.7217552348688061,1.1478368232458707,0.57391841162293533,0.76557631545863125,train_fit_logistic_C_selected_by_train_internal_CV,normalized_binary_entropy_proxy_not_calibrated,1_plus_mean_absolute_train_standardized_descriptor_value,0.5*(1-predicted_success)+0.5*uncertainty; benchmark-defined uncalibrated proxy; descriptive in the primary cost-only comparison and constrained only in the legacy stress test
mofsimplify_solvent_val_00101_GUPNUC,calibration,val,MOFSimplify-main/model/solvent/ANN/dropped_connectivity_dupes/val.csv,101,GUPNUC,0,10.1039/C5CC06863K,10.1039/c5cc06863k,10.1039/c5cc06863k,normalized_source_doi,calibration,calibration,,0.32329137977279659,0.90792486346541013,1.7991666561387047,1.1994444374258031,0.59972221871290154,0.79231674184630685,train_fit_logistic_C_selected_by_train_internal_CV,normalized_binary_entropy_proxy_not_calibrated,1_plus_mean_absolute_train_standardized_descriptor_value,0.5*(1-predicted_success)+0.5*uncertainty; benchmark-defined uncalibrated proxy; descriptive in the primary cost-only comparison and constrained only in the legacy stress test
mofsimplify_solvent_val_00108_HIWXER01,calibration,val,MOFSimplify-main/model/solvent/ANN/dropped_connectivity_dupes/val.csv,108,HIWXER01,1,10.1021/cg800248b,10.1021/cg800248b,10.1021/cg800248b,normalized_source_doi,calibration,calibration,,0.53174918512109004,0.99708953806789746,1.7615380197789621,1.1743586798526413,0.58717933992632065,0.73267017647340371,train_fit_logistic_C_selected_by_train_internal_CV,normalized_binary_entropy_proxy_not_calibrated,1_plus_mean_absolute_train_standardized_descriptor_value,0.5*(1-predicted_success)+0.5*uncertainty; benchmark-defined uncalibrated proxy; descriptive in the primary cost-only comparison and constrained only in the legacy stress test
mofsimplify_solvent_val_00109_HULTEN,calibration,val,MOFSimplify-main/model/solvent/ANN/dropped_connectivity_dupes/val.csv,109,HULTEN,0,10.1039/b106274n,10.1039/b106274n,10.1039/b106274n,normalized_source_doi,calibration,calibration,,0.45059280299920945,0.99294505024766821,1.9142832915160475,1.2761888610106984,0.6380944305053492,0.77117612362422938,train_fit_logistic_C_selected_by_train_internal_CV,normalized_binary_entropy_proxy_not_calibrated,1_plus_mean_absolute_train_standardized_descriptor_value,0.5*(1-predicted_success)+0.5*uncertainty; benchmark-defined uncalibrated proxy; descriptive in the primary cost-only comparison and constrained only in the legacy stress test
mofsimplify_solvent_val_00115_IJIGOX,calibration,val,MOFSimplify-main/model/solvent/ANN/dropped_connectivity_dupes/val.csv,115,IJIGOX,0,10.1002/chem.200390095,10.1002/chem.200390095,10.1002/chem.200390095,normalized_source_doi,calibration,calibration,,0.38746425612958341,0.96314363189865881,2.0466491459863114,1.3644327639908742,0.6822163819954371,0.78783968788453773,train_fit_logistic_C_selected_by_train_internal_CV,normalized_binary_entropy_proxy_not_calibrated,1_plus_mean_absolute_train_standardized_descriptor_value,0.5*(1-predicted_success)+0.5*uncertainty; benchmark-defined uncalibrated proxy; descriptive in the primary cost-only comparison and constrained only in the legacy stress test
mofsimplify_solvent_val_00122_JABMEF,calibration,val,MOFSimplify-main/model/solvent/ANN/dropped_connectivity_dupes/val.csv,122,JABMEF,0,10.1039/b004972g,10.1039/b004972g,10.1039/b004972g,normalized_source_doi,calibration,calibration,,0.44719175954481027,0.99193845632158595,1.8472295234447538,1.2314863489631691,0.61574317448158455,0.77237334838838789,train_fit_logistic_C_selected_by_train_internal_CV,normalized_binary_entropy_proxy_not_calibrated,1_plus_mean_absolute_train_standardized_descriptor_value,0.5*(1-predicted_success)+0.5*uncertainty; benchmark-defined uncalibrated proxy; descriptive in the primary cost-only comparison and constrained only in the legacy stress test
mofsimplify_solvent_val_00129_JALCAD,calibration,val,MOFSimplify-main/model/solvent/ANN/dropped_connectivity_dupes/val.csv,129,JALCAD,1,10.1039/C6TA09406F,10.1039/c6ta09406f,10.1039/c6ta09406f,normalized_source_doi,calibration,calibration,,0.62553082164312168,0.95404193825101835,1.4741195912876377,0.98274639419175847,0.49137319709587923,0.66425555830394833,train_fit_logistic_C_selected_by_train_internal_CV,normalized_binary_entropy_proxy_not_calibrated,1_plus_mean_absolute_train_standardized_descriptor_value,0.5*(1-predicted_success)+0.5*uncertainty; benchmark-defined uncalibrated proxy; descriptive in the primary cost-only comparison and constrained only in the legacy stress test
mofsimplify_solvent_val_00134_JUTCUW,calibration,val,MOFSimplify-main/model/solvent/ANN/dropped_connectivity_dupes/val.csv,134,JUTCUW,0,10.1021/ja00052a073,10.1021/ja00052a073,10.1021/ja00052a073,normalized_source_doi,calibration,calibration,,0.2600838068085865,0.82687281177949901,2.0130476073798831,1.3420317382532554,0.6710158691266277,0.78339450248545628,train_fit_logistic_C_selected_by_train_internal_CV,normalized_binary_entropy_proxy_not_calibrated,1_plus_mean_absolute_train_standardized_descriptor_value,0.5*(1-predicted_success)+0.5*uncertainty; benchmark-defined uncalibrated proxy; descriptive in the primary cost-only comparison and constrained only in the legacy stress test
mofsimplify_solvent_val_00137_KATDAM,calibration,val,MOFSimplify-main/model/solvent/ANN/dropped_connectivity_dupes/val.csv,137,KATDAM,1,10.1039/c2cc16779d,10.1039/c2cc16779d,10.1039/c2cc16779d,normalized_source_doi,calibration,calibration,,0.49330572419004914,0.99987069220276581,1.4053105222486681,0.9368736814991121,0.46843684074955605,0.75328248400635833,train_fit_logistic_C_selected_by_train_internal_CV,normalized_binary_entropy_proxy_not_calibrated,1_plus_mean_absolute_train_standardized_descriptor_value,0.5*(1-predicted_success)+0.5*uncertainty; benchmark-defined uncalibrated proxy; descriptive in the primary cost-only comparison and constrained only in the legacy stress test
mofsimplify_solvent_val_00138_KAVGAQ,calibration,val,MOFSimplify-main/model/solvent/ANN/dropped_connectivity_dupes/val.csv,138,KAVGAQ,1,10.1021/cg0501128,10.1021/cg0501128,10.1021/cg0501128,normalized_source_doi,calibration,calibration,,0.48703554138198274,0.99951497739489348,1.5892879251160177,1.0595252834106785,0.52976264170533927,0.7562397180064554,train_fit_logistic_C_selected_by_train_internal_CV,normalized_binary_entropy_proxy_not_calibrated,1_plus_mean_absolute_train_standardized_descriptor_value,0.5*(1-predicted_success)+0.5*uncertainty; benchmark-defined uncalibrated proxy; descriptive in the primary cost-only comparison and constrained only in the legacy stress test
mofsimplify_solvent_val_00140_KAWHEY,calibration,val,MOFSimplify-main/model/solvent/ANN/dropped_connectivity_dupes/val.csv,140,KAWHEY,1,10.1039/C7CC01063J,10.1039/c7cc01063j,10.1039/c7cc01063j,normalized_source_doi,calibration,calibration,,0.62694006594777718,0.95299264883562063,1.7905199367526878,1.1936799578351251,0.59683997891756257,0.66302629144392178,train_fit_logistic_C_selected_by_train_internal_CV,normalized_binary_entropy_proxy_not_calibrated,1_plus_mean_absolute_train_standardized_descriptor_value,0.5*(1-predicted_success)+0.5*uncertainty; benchmark-defined uncalibrated proxy; descriptive in the primary cost-only comparison and constrained only in the legacy stress test
mofsimplify_solvent_val_00144_KIFWUT,calibration,val,MOFSimplify-main/model/solvent/ANN/dropped_connectivity_dupes/val.csv,144,KIFWUT,0,10.1039/C2CE26165K,10.1039/c2ce26165k,10.1039/c2ce26165k,normalized_source_doi,calibration,calibration,,0.54379831331694461,0.99445787822817067,1.4261820395263332,0.95078802635088877,0.47539401317544439,0.72532978245561308,train_fit_logistic_C_selected_by_train_internal_CV,normalized_binary_entropy_proxy_not_calibrated,1_plus_mean_absolute_train_standardized_descriptor_value,0.5*(1-predicted_success)+0.5*uncertainty; benchmark-defined uncalibrated proxy; descriptive in the primary cost-only comparison and constrained only in the legacy stress test
mofsimplify_solvent_val_00146_KINLAW,calibration,val,MOFSimplify-main/model/solvent/ANN/dropped_connectivity_dupes/val.csv,146,KINLAW,1,10.1021/cg400756z,10.1021/cg400756z,10.1021/cg400756z,normalized_source_doi,calibration,calibration,,0.4761755916403147,0.99836162527500516,1.4221300305533495,0.94808668703556631,0.47404334351778316,0.7610930168173452,train_fit_logistic_C_selected_by_train_internal_CV,normalized_binary_entropy_proxy_not_calibrated,1_plus_mean_absolute_train_standardized_descriptor_value,0.5*(1-predicted_success)+0.5*uncertainty; benchmark-defined uncalibrated proxy; descriptive in the primary cost-only comparison and constrained only in the legacy stress test
mofsimplify_solvent_val_00153_KUTRIC,calibration,val,MOFSimplify-main/model/solvent/ANN/dropped_connectivity_dupes/val.csv,153,KUTRIC,1,10.1021/acs.cgd.5b00697,10.1021/acs.cgd.5b00697,10.1021/acs.cgd.5b00697,normalized_source_doi,calibration,calibration,,0.52333352986354664,0.99842846822912146,1.4342554507047998,0.95617030046986651,0.47808515023493325,0.73754746918278746,train_fit_logistic_C_selected_by_train_internal_CV,normalized_binary_entropy_proxy_not_calibrated,1_plus_mean_absolute_train_standardized_descriptor_value,0.5*(1-predicted_success)+0.5*uncertainty; benchmark-defined uncalibrated proxy; descriptive in the primary cost-only comparison and constrained only in the legacy stress test
mofsimplify_solvent_val_00155_LICKAL,calibration,val,MOFSimplify-main/model/solvent/ANN/dropped_connectivity_dupes/val.csv,155,LICKAL,1,10.1039/c1ce05759f,10.1039/c1ce05759f,10.1039/c1ce05759f,normalized_source_doi,calibration,calibration,,0.52004878001871524,0.99883989613759661,1.9353755542760629,1.2902503695173753,0.64512518475868763,0.73939555805944068,train_fit_logistic_C_selected_by_train_internal_CV,normalized_binary_entropy_proxy_not_calibrated,1_plus_mean_absolute_train_standardized_descriptor_value,0.5*(1-predicted_success)+0.5*uncertainty; benchmark-defined uncalibrated proxy; descriptive in the primary cost-only comparison and constrained only in the legacy stress test
mofsimplify_solvent_val_00156_TIGSOT,calibration,val,MOFSimplify-main/model/solvent/ANN/dropped_connectivity_dupes/val.csv,156,TIGSOT,1,10.1039/c1ce05759f,10.1039/c1ce05759f,10.1039/c1ce05759f,normalized_source_doi,calibration,calibration,,0.51962235131504997,0.99888873365321651,1.9373261144777982,1.2915507429851989,0.64577537149259945,0.73963319116908322,train_fit_logistic_C_selected_by_train_internal_CV,normalized_binary_entropy_proxy_not_calibrated,1_plus_mean_absolute_train_standardized_descriptor_value,0.5*(1-predicted_success)+0.5*uncertainty; benchmark-defined uncalibrated proxy; descriptive in the primary cost-only comparison and constrained only in the legacy stress test
mofsimplify_solvent_val_00160_LIVREP,calibration,val,MOFSimplify-main/model/solvent/ANN/dropped_connectivity_dupes/val.csv,160,LIVREP,1,10.1039/C4CE00172A,10.1039/c4ce00172a,10.1039/c4ce00172a,normalized_source_doi,calibration,calibration,,0.49272393330739078,0.99984723874908987,1.5314663053046615,1.0209775368697744,0.51048876843488722,0.75356165272084952,train_fit_logistic_C_selected_by_train_internal_CV,normalized_binary_entropy_proxy_not_calibrated,1_plus_mean_absolute_train_standardized_descriptor_value,0.5*(1-predicted_success)+0.5*uncertainty; benchmark-defined uncalibrated proxy; descriptive in the primary cost-only comparison and constrained only in the legacy stress test
mofsimplify_solvent_val_00173_MODMIB,calibration,val,MOFSimplify-main/model/solvent/ANN/dropped_connectivity_dupes/val.csv,173,MODMIB,0,10.1039/b111059d,10.1039/b111059d,10.1039/b111059d,normalized_source_doi,calibration,calibration,,0.34847613993582027,0.93269975119650539,1.9706757818698604,1.313783854579907,0.65689192728995349,0.79211180563034256,train_fit_logistic_C_selected_by_train_internal_CV,normalized_binary_entropy_proxy_not_calibrated,1_plus_mean_absolute_train_standardized_descriptor_value,0.5*(1-predicted_success)+0.5*uncertainty; benchmark-defined uncalibrated proxy; descriptive in the primary cost-only comparison and constrained only in the legacy stress test
mofsimplify_solvent_val_00178_NABNUA,calibration,val,MOFSimplify-main/model/solvent/ANN/dropped_connectivity_dupes/val.csv,178,NABNUA,0,10.1021/ic049523o,10.1021/ic049523o,10.1021/ic049523o,normalized_source_doi,calibration,calibration,,0.47972450079528323,0.99881350275887382,1.4619816353818749,0.97465442358791654,0.48732721179395827,0.75954450098179527,train_fit_logistic_C_selected_by_train_internal_CV,normalized_binary_entropy_proxy_not_calibrated,1_plus_mean_absolute_train_standardized_descriptor_value,0.5*(1-predicted_success)+0.5*uncertainty; benchmark-defined uncalibrated proxy; descriptive in the primary cost-only comparison and constrained only in the legacy stress test
mofsimplify_solvent_val_00179_NACYUM,calibration,val,MOFSimplify-main/model/solvent/ANN/dropped_connectivity_dupes/val.csv,179,NACYUM,0,10.1002/ejic.200400005,10.1002/ejic.200400005,10.1002/ejic.200400005,normalized_source_doi,calibration,calibration,,0.45355048549615562,0.99376561979782174,1.5711785924717234,1.0474523949811489,0.52372619749057447,0.77010756715083306,train_fit_logistic_C_selected_by_train_internal_CV,normalized_binary_entropy_proxy_not_calibrated,1_plus_mean_absolute_train_standardized_descriptor_value,0.5*(1-predicted_success)+0.5*uncertainty; benchmark-defined uncalibrated proxy; descriptive in the primary cost-only comparison and constrained only in the legacy stress test
mofsimplify_solvent_val_00182_NEHGIS,calibration,val,MOFSimplify-main/model/solvent/ANN/dropped_connectivity_dupes/val.csv,182,NEHGIS,0,10.1039/c2cc34047j,10.1039/c2cc34047j,10.1039/c2cc34047j,normalized_source_doi,calibration,calibration,,0.54420054120953776,0.9943554832706204,1.5044112408763068,1.0029408272508713,0.50147041362543565,0.72507747103054132,train_fit_logistic_C_selected_by_train_internal_CV,normalized_binary_entropy_proxy_not_calibrated,1_plus_mean_absolute_train_standardized_descriptor_value,0.5*(1-predicted_success)+0.5*uncertainty; benchmark-defined uncalibrated proxy; descriptive in the primary cost-only comparison and constrained only in the legacy stress test
mofsimplify_solvent_val_00183_NERMON,calibration,val,MOFSimplify-main/model/solvent/ANN/dropped_connectivity_dupes/val.csv,183,NERMON,1,10.1021/ic060241t,10.1021/ic060241t,10.1021/ic060241t,normalized_source_doi,calibration,calibration,,0.46392914128746843,0.99624253599572543,1.4676029391126844,0.9784019594084562,0.4892009797042281,0.7661566973541285,train_fit_logistic_C_selected_by_train_internal_CV,normalized_binary_entropy_proxy_not_calibrated,1_plus_mean_absolute_train_standardized_descriptor_value,0.5*(1-predicted_success)+0.5*uncertainty; benchmark-defined uncalibrated proxy; descriptive in the primary cost-only comparison and constrained only in the legacy stress test
mofsimplify_solvent_val_00187_NIGGEQ,calibration,val,MOFSimplify-main/model/solvent/ANN/dropped_connectivity_dupes/val.csv,187,NIGGEQ,1,10.1021/ic061666i,10.1021/ic061666i,10.1021/ic061666i,normalized_source_doi,calibration,calibration,,0.44584762251334181,0.99152203140040363,1.5953064027988004,1.0635376018658669,0.53176880093293344,0.77283720444353088,train_fit_logistic_C_selected_by_train_internal_CV,normalized_binary_entropy_proxy_not_calibrated,1_plus_mean_absolute_train_standardized_descriptor_value,0.5*(1-predicted_success)+0.5*uncertainty; benchmark-defined uncalibrated proxy; descriptive in the primary cost-only comparison and constrained only in the legacy stress test
mofsimplify_solvent_val_00189_NOJBOF,calibration,val,MOFSimplify-main/model/solvent/ANN/dropped_connectivity_dupes/val.csv,189,NOJBOF,0,10.1039/C4DT01080A,10.1039/c4dt01080a,10.1039/c4dt01080a,normalized_source_doi,calibration,calibration,,0.51794251147464476,0.99907089617652411,1.4608051363367132,0.97387009089114207,0.48693504544557104,0.74056419235093962,train_fit_logistic_C_selected_by_train_internal_CV,normalized_binary_entropy_proxy_not_calibrated,1_plus_mean_absolute_train_standardized_descriptor_value,0.5*(1-predicted_success)+0.5*uncertainty; benchmark-defined uncalibrated proxy; descriptive in the primary cost-only comparison and constrained only in the legacy stress test
mofsimplify_solvent_val_00190_NUHZAS,calibration,val,MOFSimplify-main/model/solvent/ANN/dropped_connectivity_dupes/val.csv,190,NUHZAS,1,10.1039/b806297h,10.1039/b806297h,10.1039/b806297h,normalized_source_doi,calibration,calibration,,0.51442494599755817,0.99939952741039162,1.3911732548772613,0.9274488365848409,0.46372441829242045,0.74248729070641672,train_fit_logistic_C_selected_by_train_internal_CV,normalized_binary_entropy_proxy_not_calibrated,1_plus_mean_absolute_train_standardized_descriptor_value,0.5*(1-predicted_success)+0.5*uncertainty; benchmark-defined uncalibrated proxy; descriptive in the primary cost-only comparison and constrained only in the legacy stress test
