candidate_id,model_split,observed_thermal_T_C,predicted_thermal_T_C,absolute_error_C
mofsimplify_thermal_val_00035_CIDKUX,val,236.31795700000001,240.57910368048306,4.2611466804830513
mofsimplify_thermal_val_00036_DADLOM,val,392.47159090000002,346.57750682991184,45.894084070088184
mofsimplify_thermal_val_00037_EGUNAX,val,378.65633919999999,390.65114399991342,11.994804799913425
mofsimplify_thermal_val_00038_XOTSIK,val,382.14006999999998,392.00557590078029,9.8655059007803061
mofsimplify_thermal_val_00039_LAWFUN,val,269.9815385,366.37114309267031,96.38960459267031
mofsimplify_thermal_val_00040_RORVAX,val,204.0797546,313.51149795703537,109.43174335703537
mofsimplify_thermal_val_00041_EHAGIF,val,399.25208679999997,416.20582395756185,16.953737157561875
mofsimplify_thermal_val_00042_TUKCUZ,val,339.92740199999997,320.6496720087963,19.277729991203671
mofsimplify_thermal_val_00043_LACBID,val,280.23991210000003,332.65751235156813,52.417600251568103
mofsimplify_thermal_val_00044_DIBXOD,val,289.01086340000001,370.15253406510533,81.141670665105323
mofsimplify_thermal_val_00045_NUTYIM,val,550.07883249999998,401.80688438951694,148.27194811048304
mofsimplify_thermal_val_00046_LADQUF,val,504.14813980000002,450.99464508332653,53.153494716673492
mofsimplify_thermal_val_00047_YUNJIB,val,256.03176780000001,271.7908075969334,15.759039796933394
mofsimplify_thermal_val_00048_LAVTIN,val,469.3193162,433.3611490582249,35.958167141775107
mofsimplify_thermal_val_00049_MAKGOX,val,454.22147899999999,408.35421758582902,45.867261414170969
mofsimplify_thermal_val_00050_ZEGSUB,val,343.79562040000002,510.19461420953621,166.39899380953619
mofsimplify_thermal_val_00051_IQUNAJ,val,381.58995820000001,314.21644625211991,67.373511947880104
mofsimplify_thermal_val_00052_EVADIQ,val,499.67943389999999,429.13646468033687,70.542969219663121
mofsimplify_thermal_val_00053_GUHPAC,val,244.6346082,382.5784461866125,137.94383798661249
mofsimplify_thermal_val_00054_DEXZIR,val,337.62956480000003,190.84309987808027,146.78646492191976
mofsimplify_thermal_val_00055_DUKDOD01,val,306.73527999999999,371.95333020823904,65.218050208239049
mofsimplify_thermal_val_00056_EDABOC,val,370.87652229999998,409.8593974303833,38.98287513038332
mofsimplify_thermal_val_00057_DOQHUN,val,372.43530950000002,313.18466815485613,59.25064134514389
mofsimplify_thermal_val_00058_SUTJIC,val,359.51343500000002,375.98122713632222,16.467792136322203
mofsimplify_thermal_val_00059_ENISOK,val,420.8536163,390.02228549821569,30.831330801784304
mofsimplify_thermal_val_00060_VAJTUX,val,204.97060149999999,298.30881170390018,93.338210203900189
mofsimplify_thermal_val_00061_VERZOJ,val,272.59503469999999,264.02611614959216,8.5689185504078296
mofsimplify_thermal_val_00062_QUSSII,val,365.70443779999999,365.25499371219217,0.44944408780781941
mofsimplify_thermal_val_00063_UWELIS,val,426.3403897,372.66659551186478,53.673794188135219
mofsimplify_thermal_val_00064_WEHHEY,val,432.69513119999999,374.46012508334417,58.235006116655825
mofsimplify_thermal_val_00065_DUKMON,val,345.28427110000001,322.88096917203853,22.403301927961479
mofsimplify_thermal_val_00066_ADODII,val,347.60647340000003,441.58870937651903,93.982235976519007
mofsimplify_thermal_val_00067_COWMEH,val,452.0444081,422.82699947929439,29.217408620705612
mofsimplify_thermal_val_00068_ZACHIX,val,330.93606690000001,319.18792114831541,11.748145751684604
mofsimplify_thermal_val_00069_IGUTUB,val,389.75650949999999,364.00090812879603,25.755601371203966
mofsimplify_thermal_val_00070_KOSKEK,val,237.7271839,321.0891873260552,83.362003426055196
mofsimplify_thermal_val_00071_LIQFEY,val,401.3422587,353.69682493428297,47.64543376571703
mofsimplify_thermal_val_00072_QOFDIA08,val,423.3342743,364.47321827492425,58.861056025075754
mofsimplify_thermal_val_00073_UXABOL,val,375.1263869,369.30388414247602,5.8225027575239778
mofsimplify_thermal_val_00074_ZERNIV,val,508.10834729999999,438.62853505583001,69.479812244169977
mofsimplify_thermal_val_00075_PUQHIT,val,383.34156999999999,354.05874106112975,29.282828938870239
mofsimplify_thermal_val_00076_FALQEQ,val,317.99377829999997,331.37880157768677,13.385023277686798
mofsimplify_thermal_val_00077_WIDZOA,val,258.83304779999997,339.01329847575749,80.18025067575752
mofsimplify_thermal_val_00078_KONSAJ,val,436.91264169999999,534.61204332492343,97.699401624923439
mofsimplify_thermal_val_00079_TAKHAR,val,358.1592296,344.03596278698092,14.123266813019086
mofsimplify_thermal_val_00080_ZUHSEC,val,439.20966620000002,369.89758477799813,69.312081422001881
mofsimplify_thermal_val_00081_RUMROI,val,273.04471530000001,289.74997163693706,16.705256336937055
mofsimplify_thermal_val_00082_HOGPUQ,val,494.32376929999998,388.71768858775249,105.60608071224749
mofsimplify_thermal_val_00083_FEXCES,val,380.525103,337.38303382854951,43.142069171450487
mofsimplify_thermal_val_00084_HOXKUB,val,443.77413849999999,411.96325220207154,31.810886297928448
mofsimplify_thermal_val_00085_QAVWAN,val,379.0374377,381.89288907761267,2.8554513776126669
mofsimplify_thermal_val_00086_RUGHOS,val,310.37574339999998,332.31724643967624,21.941503039676263
mofsimplify_thermal_val_00087_OCUMIL,val,247.43958860000001,351.25399633634083,103.81440773634083
mofsimplify_thermal_val_00088_ZUWXUM,val,364.91729629999998,348.16854406275723,16.748752237242741
mofsimplify_thermal_val_00089_EMIYEF,val,376.3639776,309.08102616430165,67.282951435698351
mofsimplify_thermal_val_00090_WUDVEY,val,499.90517829999999,450.01536671961975,49.88981158038024
mofsimplify_thermal_val_00091_VIXVUV,val,248.80000000000001,339.24163799173618,90.441637991736172
mofsimplify_thermal_val_00092_GUSNEN,val,383.22895010000002,395.6974315040336,12.468481404033582
mofsimplify_thermal_val_00093_TIJPOT,val,215.11339240000001,228.38269670698077,13.269304306980757
mofsimplify_thermal_val_00094_NIWZIE16,val,401.60134390000002,350.51861465655674,51.082729243443282
mofsimplify_thermal_val_00095_XAFFUH,val,258.89278919999998,289.33118518334948,30.438395983349494
mofsimplify_thermal_val_00096_TOLYOJ,val,240.08720930000001,381.71591432848436,141.62870502848435
mofsimplify_thermal_val_00097_WEJSAH,val,291.61676779999999,310.9974033289626,19.380635528962614
mofsimplify_thermal_val_00098_YAQZUN,val,378.88982629999998,429.16747149792423,50.277645197924244
mofsimplify_thermal_val_00099_SOJKOT03,val,281.79293639999997,262.21057792528944,19.582358474710531
mofsimplify_thermal_val_00100_YOBYEV,val,433.66523669999998,368.14720467248378,65.518032027516199
mofsimplify_thermal_val_00101_HUZKUJ,val,555.24310620000006,319.6528384800194,235.59026771998066
mofsimplify_thermal_val_00102_WECBOX,val,255.3172825,313.66536335712527,58.348080857125268
mofsimplify_thermal_val_00103_NUVYOT,val,204.13857239999999,337.31465166383646,133.17607926383647
mofsimplify_thermal_val_00104_NADZEZ,val,577.30357760000004,450.08991756541957,127.21366003458047
mofsimplify_thermal_val_00105_SIVGIP,val,319.73770569999999,309.7720577999853,9.9656479000146874
mofsimplify_thermal_val_00106_DUTKAG,val,284.26758940000002,331.80911388722001,47.541524487219988
mofsimplify_thermal_val_00107_KEWBUL,val,423.82859660000003,415.56068871275534,8.2679078872446894
mofsimplify_thermal_val_00108_ZILBAZ,val,437.010603,314.25429758720952,122.75630541279048
mofsimplify_thermal_val_00109_QUVDOB,val,229.9320956,326.6963703168214,96.764274716821404
mofsimplify_thermal_val_00110_EQETAX,val,295.15054350000003,340.77858961265105,45.62804611265102
mofsimplify_thermal_val_00111_GOBXAY,val,354.65843539999997,463.78635817425595,109.12792277425598
mofsimplify_thermal_val_00112_XOVQIJ,val,297.4773917,309.79152758641982,12.31413588641982
mofsimplify_thermal_val_00113_RUHCED,val,453.82358019999998,364.66723403683915,89.156346163160833
mofsimplify_thermal_val_00114_COXCUP,val,491.4412514,372.43369140693051,119.00755999306949
mofsimplify_thermal_val_00115_MASZOX,val,267.35604219999999,300.06051872916578,32.704476529165788
mofsimplify_thermal_val_00116_QUGZEZ,val,359.4910903,366.17934611947788,6.6882558194778881
mofsimplify_thermal_val_00117_MAQBIS,val,333.82047490000002,291.61216828913916,42.208306610860859
mofsimplify_thermal_val_00118_ZOYKAB,val,454.56978249999997,413.32864253671278,41.241139963287196
mofsimplify_thermal_val_00119_ZOHBEF,val,524.48108249999996,399.03159744920015,125.44948505079981
mofsimplify_thermal_val_00120_RAFMUH,val,444.9899982,321.67017269562905,123.31982550437095
mofsimplify_thermal_val_00121_FERVUV,val,331.23324530000002,332.73031179699865,1.4970664969986274
mofsimplify_thermal_val_00122_GULWOA,val,230.36912749999999,318.7540520918127,88.384924591812705
mofsimplify_thermal_val_00123_IREKUN,val,405.2404191,369.40339640977049,35.837022690229503
mofsimplify_thermal_val_00124_OKIQEG,val,371.06573580000003,336.68528571755832,34.380450082441712
mofsimplify_thermal_val_00125_KOSLOV,val,352.33296819999998,322.88935583398086,29.443612366019124
mofsimplify_thermal_val_00126_SAJLOH,val,314.94385829999999,356.71171992013177,41.767861620131782
mofsimplify_thermal_val_00127_FEFDAX,val,285.5522919,377.19314028736591,91.640848387365907
mofsimplify_thermal_val_00128_ZEFVEN,val,327.53736190000001,329.0463733418469,1.5090114418468943
mofsimplify_thermal_val_00129_QOYLOG,val,379.3285636,322.20419256684818,57.124371033151817
mofsimplify_thermal_val_00130_JUQVAU,val,312.69317869999998,372.4005210010767,59.707342301076721
mofsimplify_thermal_val_00131_XUMSOP,val,447.96341310000003,425.28923394527135,22.674179154728677
mofsimplify_thermal_val_00132_JOCWIJ,val,251.97522090000001,219.27866713393081,32.696553766069201
mofsimplify_thermal_val_00133_ZUTBUN,val,254.58503400000001,391.91044662749073,137.32541262749072
mofsimplify_thermal_val_00134_NIWZIE12,val,401.60134390000002,350.57893720907509,51.022406690924925
mofsimplify_thermal_val_00135_TOFQEM,val,317.1142317,336.70126816608763,19.587036466087625
mofsimplify_thermal_val_00136_NAVJAW01,val,448.94710959999998,319.83353167113387,129.11357792886611
mofsimplify_thermal_val_00137_SIWZOP,val,394.28486129999999,346.47015834674801,47.814702953251981
mofsimplify_thermal_val_00138_MAXHUQ,val,286.07306340000002,386.89102910850625,100.81796570850622
mofsimplify_thermal_val_00139_LUFQUZ,val,247.50611040000001,280.47270577394835,32.966595373948337
mofsimplify_thermal_val_00140_WAQFIG,val,410.59554029999998,361.72018386442761,48.875356435572371
mofsimplify_thermal_val_00141_ROLCEC19,val,130.00729129999999,247.87842366159208,117.87113236159209
mofsimplify_thermal_val_00142_COTYIV,val,257.44428640000001,329.74363180851543,72.299345408515421
mofsimplify_thermal_val_00143_AJAKON,val,358.58385090000002,367.58789750837474,9.0040466083747219
mofsimplify_thermal_val_00144_GIQXEK,val,532.75189869999997,336.26997187013262,196.48192682986735
mofsimplify_thermal_val_00145_TISJOW,val,294.12341379999998,330.81150774854564,36.688093948545657
mofsimplify_thermal_val_00146_MOYYEF,val,262.75188279999998,352.21800159958315,89.466118799583171
mofsimplify_thermal_val_00147_NUYWOU,val,312.84412850000001,328.41714016386192,15.573011663861905
mofsimplify_thermal_val_00148_WEMNAF,val,223.9097744,334.47258195056901,110.562807550569
mofsimplify_thermal_val_00149_GUFBOA,val,274.9987486,348.46001808185866,73.461269481858665
mofsimplify_thermal_val_00150_IMIDZB10,val,448.58297820000001,308.66861897898525,139.91435922101476
mofsimplify_thermal_val_00151_BETZOR,val,443.01285239999999,374.5534882011662,68.459364198833782
mofsimplify_thermal_val_00152_XEGKEB,val,327.2873194,374.2055237783909,46.918204378390897
mofsimplify_thermal_val_00153_BOWZUK,val,339.1975309,340.78770466904814,1.5901737690481355
mofsimplify_thermal_val_00154_HAFTOZ,val,348.02971059999999,304.54928414487404,43.480426455125951
mofsimplify_thermal_val_00155_NUZSAD,val,373.98744649999998,355.4973233083789,18.49012319162108
mofsimplify_thermal_val_00156_EKOPIE,val,528.63827760000004,420.06998252525722,108.56829507474282
mofsimplify_thermal_val_00157_HAFSOZ,val,405.69958439999999,359.40683427534566,46.292750124654333
mofsimplify_thermal_val_00158_HAFVOB,val,518.51403760000005,462.58095624430644,55.933081355693616
mofsimplify_thermal_val_00159_FIBHIJ,val,430.31785350000001,294.12844591480507,136.18940758519494
mofsimplify_thermal_val_00160_XEDGIY,val,375.8955641,404.24919161158482,28.353627511584818
mofsimplify_thermal_val_00161_HISJAW,val,416.36870169999997,301.29364377750102,115.07505792249896
mofsimplify_thermal_val_00162_DAXHUH,val,275.65180830000003,305.73083436263408,30.079026062634057
mofsimplify_thermal_val_00163_HEZKIH,val,411.73144189999999,360.74680055028301,50.984641349716981
mofsimplify_thermal_val_00164_MUDLON,val,539.78264300000001,406.68677965357563,133.09586334642438
mofsimplify_thermal_val_00165_NUTYEI,val,535.86754399999995,386.74911884822063,149.11842515177932
mofsimplify_thermal_val_00166_KOCCUC,val,380.74526780000002,387.3141804774578,6.5689126774577744
mofsimplify_thermal_val_00167_VAYWEZ,val,337.39984490000001,308.35364152472107,29.046203375278935
mofsimplify_thermal_val_00168_DIMJUG,val,417.85483190000002,379.01477035271171,38.840061547288315
mofsimplify_thermal_val_00169_GAFROX,val,413.40214029999999,316.14934221060935,97.252798089390637
mofsimplify_thermal_val_00170_AYUJIP,val,229.593985,286.81306943467303,57.219084434673022
mofsimplify_thermal_val_00171_QEBGEL,val,348.9444747,334.60437395221044,14.340100747789563
mofsimplify_thermal_val_00172_ECORIX,val,343.00645309999999,355.73381156741425,12.727358467414263
mofsimplify_thermal_val_00173_QOJYEV,val,344.79487619999998,364.90975879677575,20.114882596775772
mofsimplify_thermal_val_00174_HURGUX01,val,425.2701649,304.40037736314662,120.86978753685338
mofsimplify_thermal_val_00175_JIZJEJ,val,359.07141100000001,308.5172550316762,50.554155968323812
mofsimplify_thermal_val_00176_JUFREJ,val,370.82001789999998,357.56342899642789,13.256588903572094
mofsimplify_thermal_val_00177_JIZJOT,val,359.07141100000001,308.84116627267042,50.230244727329591
mofsimplify_thermal_val_00178_JEWYAM,val,279.74625170000002,304.9181247497329,25.171873049732881
mofsimplify_thermal_val_00179_YEKWOC,val,519.33001890000003,476.12974689836142,43.200272001638609
mofsimplify_thermal_val_00180_KEDQAN,val,451.83977440000001,400.05457058234458,51.785203817655429
mofsimplify_thermal_val_00181_HOXJIO,val,351.18603519999999,225.12009478026036,126.06594041973963
mofsimplify_thermal_val_00182_QOSJIT,val,299.95106670000001,332.21901593428106,32.267949234281048
mofsimplify_thermal_val_00183_ECOSIY,val,300.39415129999998,206.50302456402821,93.891126735971767
mofsimplify_thermal_val_00184_BOYCEY,val,252.56930360000001,355.8352248604445,103.26592126044449
mofsimplify_thermal_val_00185_PUQHEP,val,368.9018873,321.35843804601268,47.543449253987319
mofsimplify_thermal_val_00186_PARKUQ01,val,315.11368160000001,343.24773598344098,28.134054383440969
mofsimplify_thermal_val_00187_KINFAQ,val,578.13402889999998,434.23167762381564,143.90235127618433
mofsimplify_thermal_val_00188_WUPNIF,val,405.52066739999998,375.43834756498563,30.082319835014346
mofsimplify_thermal_val_00189_JIZJUZ,val,359.07141100000001,308.30784725298264,50.763563747017372
mofsimplify_thermal_val_00190_HOWPIU,val,236.4221939,297.33617579748045,60.913981897480454
mofsimplify_thermal_val_00191_HISSIN,val,484.64040219999998,421.5389919708561,63.10141022914388
mofsimplify_thermal_val_00192_RUGJEK,val,289.97880509999999,330.62104029861302,40.642235198613037
mofsimplify_thermal_val_00193_QOBPEE,val,251.6478932,418.76340456511514,167.11551136511514
mofsimplify_thermal_val_00194_LEGGEK,val,371.58499860000001,359.53816705793514,12.046831542064865
mofsimplify_thermal_val_00195_DANVAQ,val,517.74235520000002,489.57041698311133,28.171938216888691
mofsimplify_thermal_val_00196_JIXWUJ01,val,280.91808579999997,322.27074490970176,41.35265910970179
mofsimplify_thermal_val_00197_LADQOZ,val,519.20717320000006,437.52226864490012,81.684904555099934
mofsimplify_thermal_val_00198_HAZGOF,val,515.26751000000002,408.44530961755584,106.82220038244418
mofsimplify_thermal_val_00199_VAXTEV,val,257.76821569999998,365.21496056669696,107.44674486669697
mofsimplify_thermal_val_00200_AWIBAL,val,359.17048290000002,360.97588934278593,1.8054064427859089
mofsimplify_thermal_val_00201_FAVHIW,val,352.22713049999999,429.29322135206621,77.066090852066225
mofsimplify_thermal_val_00202_TAPKAY,val,297.42564019999998,338.31020615665761,40.884565956657639
mofsimplify_thermal_val_00203_MITSUE,val,445.16989289999998,372.67248367724187,72.497409222758108
mofsimplify_thermal_val_00204_WENKUX,val,427.65151520000001,419.30235369342677,8.349161506573239
mofsimplify_thermal_val_00205_ONAWEG01,val,276.26038249999999,317.68688372384838,41.426501223848391
mofsimplify_thermal_val_00206_OBIBAF,val,309.2421258,374.85112697227629,65.609001172276294
mofsimplify_thermal_val_00207_DONNEA,val,448.66741969999998,366.00914773293943,82.658271967060557
mofsimplify_thermal_val_00208_ALUREF,val,343.7343358,328.27625153882042,15.458084261179579
mofsimplify_thermal_val_00209_OSURAX,val,367.68035520000001,325.40576420672772,42.274590993272284
mofsimplify_thermal_val_00210_ALUJOH,val,489.88509770000002,436.52208946305149,53.363008236948531
mofsimplify_thermal_val_00211_PIZRAT,val,259.57184519999998,293.0357870788223,33.463941878822311
mofsimplify_thermal_val_00212_XEXMEU,val,396.51662049999999,373.26414697090308,23.252473529096903
mofsimplify_thermal_val_00213_NENFAN,val,514.51252090000003,389.23530306082728,125.27721783917275
mofsimplify_thermal_val_00214_IWELIG01,val,470.23941209999998,364.8720007576963,105.36741134230368
mofsimplify_thermal_val_00215_HAZNED,val,375.38281640000002,341.87720673152597,33.505609668474051
mofsimplify_thermal_val_00216_WAHKUO,val,374.39983660000001,314.56316650663217,59.836670093367843
mofsimplify_thermal_val_00217_WEHHUO,val,432.69513119999999,375.57083310648352,57.124298093516472
mofsimplify_thermal_val_00218_KARTAA,val,371.31681880000002,489.49340058372496,118.17658178372494
mofsimplify_thermal_val_00219_ZIJSAO,val,450.02007959999997,443.80651627188001,6.2135633281199603
mofsimplify_thermal_val_00220_AYUPOZ,val,321.15705930000001,312.20183587389397,8.9552234261060448
mofsimplify_thermal_val_00221_XOQXIL,val,431.49716389999998,405.37519248816204,26.121971411837933
mofsimplify_thermal_val_00222_IBACAS,val,368.22363769999998,344.07554614612087,24.148091553879112
mofsimplify_thermal_val_00223_HIDBON,val,506.65748480000002,356.72604306555729,149.93144173444273
mofsimplify_thermal_val_00224_MOJNAC,val,390.20627339999999,358.85600838386267,31.350265016137314
mofsimplify_thermal_val_00225_DOGZIJ,val,357.0951111,360.07674138636446,2.9816302863644637
mofsimplify_thermal_val_00226_LAZJIH,val,351.83486240000002,352.49226990512676,0.6574075051267414
mofsimplify_thermal_val_00227_PAPVAF,val,313.7735232,412.31077734097147,98.53725414097147
mofsimplify_thermal_val_00228_EZABAJ,val,390.77704030000001,360.47699369098058,30.300046609019432
mofsimplify_thermal_val_00229_WULQUR,val,390.3046612,351.70516144744067,38.599499752559325
mofsimplify_thermal_val_00230_HIQNAY,val,192.84536370000001,348.04661160847576,155.20124790847575
mofsimplify_thermal_val_00231_MIFPUO,val,429.60576159999999,386.31624789173372,43.28951370826627
mofsimplify_thermal_val_00232_DEYNIG,val,351.37823279999998,346.88198035947886,4.4962524405211184
mofsimplify_thermal_val_00233_QODHUO12,val,417.39924539999998,352.4872323863629,64.912013013637079
mofsimplify_thermal_val_00234_AXUHEH,val,287.67646330000002,315.18514972768008,27.508686427680061
mofsimplify_thermal_val_00235_IBICED,val,244.77691820000001,320.82988075050736,76.052962550507345
mofsimplify_thermal_val_00236_XICNOO02,val,397.91304350000001,341.44839191519645,56.464651584803562
mofsimplify_thermal_val_00237_YUDFIO,val,328.55910269999998,372.98688008727078,44.427777387270794
mofsimplify_thermal_val_00238_VEMDAT,val,227.89100780000001,378.77807629306164,150.88706849306163
mofsimplify_thermal_val_00239_HIVQAG,val,295.34142270000001,393.64906347574646,98.307640775746449
mofsimplify_thermal_val_00240_WENLAE,val,430.7547525,403.68440529839808,27.070347201601919
mofsimplify_thermal_val_00241_ZUZZEB,val,554.79452049999998,437.0101769574481,117.78434354255188
mofsimplify_thermal_val_00242_DOHXUV,val,477.92866939999999,358.63170941659092,119.29695998340907
mofsimplify_thermal_val_00243_SIWTEZ,val,405.33088240000001,336.6666232015736,68.664259198426407
mofsimplify_thermal_val_00244_VAXMUF,val,240.82441489999999,309.36736899271574,68.542954092715746
mofsimplify_thermal_val_00245_VEDFIV,val,400.6923559,330.83134174024531,69.861014159754689
mofsimplify_thermal_val_00246_RANWAH,val,334.7443308,373.46538543014964,38.721054630149638
mofsimplify_thermal_val_00247_CAXZOS,val,428.20398549999999,323.00918241022765,105.19480308977234
mofsimplify_thermal_val_00248_ODONEB,val,230.96153849999999,282.46741516332179,51.5058766633218
mofsimplify_thermal_val_00249_NUCYAN,val,345.11137869999999,363.03634120415444,17.92496250415445
mofsimplify_thermal_val_00250_CAXTAY,val,328.49043699999999,382.68618797019775,54.195750970197764
mofsimplify_thermal_val_00251_BOZFIH,val,378.12393559999998,364.57432617041957,13.549609429580414
mofsimplify_thermal_val_00252_ZEZFIV,val,364.09085140000002,443.24968735057399,79.158835950573973
mofsimplify_thermal_val_00253_UVOTOQ,val,390.13112489999997,367.95107382846197,22.180051071538003
mofsimplify_thermal_val_00254_FUWFOU,val,308.89544380000001,327.16282499071991,18.267381190719902
mofsimplify_thermal_val_00255_OWIHIN,val,397.58603749999997,365.74277482115838,31.843262678841597
mofsimplify_thermal_val_00256_HOQNEI,val,313.10462539999997,407.23333375833215,94.128708358332176
mofsimplify_thermal_val_00257_XULDOZ,val,358.08004690000001,349.9802162475267,8.0998306524733152
mofsimplify_thermal_val_00258_XULCIR,val,284.7349466,315.77662233892693,31.041675738926926
mofsimplify_thermal_val_00259_OTENEH,val,274.54545450000001,390.23517605910712,115.68972155910711
mofsimplify_thermal_val_00260_SUVFEU,val,394.122792,361.72709739048372,32.395694609516283
mofsimplify_thermal_val_00261_DURDIF,val,403.02564990000002,377.66816302196878,25.357486878031239
mofsimplify_thermal_val_00262_YOYQUA,val,404.30785520000001,422.93080632024788,18.622951120247876
mofsimplify_thermal_val_00263_OSAVUA,val,323.57235980000002,364.94362800983509,41.37126820983508
mofsimplify_thermal_val_00264_AQOSEG,val,411.87068749999997,302.44114005504014,109.42954744495984
mofsimplify_thermal_val_00265_TEWFOS,val,215.054067,307.86224177277745,92.808174772777448
mofsimplify_thermal_val_00266_UMEDIB,val,396.22727270000001,353.57358371347175,42.653688986528266
mofsimplify_thermal_val_00267_WOBHOL,val,431.82122529999998,350.67496627450316,81.146259025496818
mofsimplify_thermal_val_00268_JEXWUF,val,276.61426169999999,266.35213716094239,10.262124539057595
mofsimplify_thermal_val_00269_IXAMEA,val,338.00281899999999,400.01929901017712,62.016480010177133
mofsimplify_thermal_val_00270_DISSUU,val,285.47436090000002,370.77778002273794,85.303419122737921
mofsimplify_thermal_val_00271_MIHLEV,val,401.726293,375.10794766713065,26.618345332869353
mofsimplify_thermal_val_00272_ETEQUQ,val,348.17346079999999,338.21238431076756,9.9610764892324255
mofsimplify_thermal_val_00273_NIHVUX,val,349.42612029999998,295.2462178366693,54.179902463330677
mofsimplify_thermal_val_00274_LIWXIZ,val,302.64197769999998,357.19866130454045,54.556683604540467
mofsimplify_thermal_val_00275_BETFUD,val,374.65298139999999,458.99307749352084,84.340096093520856
mofsimplify_thermal_val_00276_CUNQUZ,val,185.75785640000001,308.73260638915553,122.97474998915553
mofsimplify_thermal_val_00277_UQEGII,val,421.80189130000002,387.89320994767593,33.908681352324095
mofsimplify_thermal_val_00278_OSOTUN,val,429.0804827,444.79158757812434,15.711104878124331
mofsimplify_thermal_val_00279_SADMUH,val,312.19595579999998,350.1710874140885,37.975131614088525
mofsimplify_thermal_val_00280_MAWVAK,val,235.63352829999999,330.63843419968777,95.00490589968777
mofsimplify_thermal_val_00281_GAQKOB,val,261.5441113,342.81174967305179,81.267638373051795
mofsimplify_thermal_val_00282_QANSUV,val,305.50912879999998,315.74415028696296,10.235021486962978
mofsimplify_thermal_val_00283_ZIYPUU,val,241.12604859999999,367.02760242775582,125.90155382775583
mofsimplify_thermal_val_00284_QODHUO,val,417.39924539999998,350.93259800640328,66.466647393596702
mofsimplify_thermal_val_00285_DACXUB,val,561.74223670000003,451.43830759447576,110.30392910552428
mofsimplify_thermal_val_00286_AHOBEG,val,377.30164910000002,324.98568259145821,52.315966508541806
